Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A847633,Harley,3/29/2023 11:58,Mar-23,9/6/2021,Return to Owner,,Dog,Spayed Female,1 year,Golden Retriever Mix,Red/White
A877325,,3/29/2023 12:17,Mar-23,3/25/2016,Transfer,Partner,Dog,Intact Male,7 years,Shih Tzu,Gray/White
A877339,,3/29/2023 13:38,Mar-23,12/25/2022,Euthanasia,At Vet,Dog,Intact Male,3 months,Anatol Shepherd,White/Black
A874058,Queen,3/29/2023 15:42,Mar-23,7/6/2022,Adoption,,Dog,Spayed Female,8 months,Pit Bull Mix,White/Brown
A876870,Wolf,3/29/2023 16:03,Mar-23,3/21/2021,Rto-Adopt,,Dog,Neutered Male,2 years,Great Pyrenees/Labrador Retriever,Brown/White
A876871,Milo,3/29/2023 16:04,Mar-23,3/21/2021,Rto-Adopt,,Dog,Neutered Male,2 years,Great Pyrenees/Labrador Retriever,White
A876872,Scrappy,3/29/2023 16:05,Mar-23,3/21/2022,Rto-Adopt,,Dog,Neutered Male,1 year,Great Pyrenees,White/Brown
A876876,Bear,3/29/2023 16:05,Mar-23,3/21/2021,Rto-Adopt,,Dog,Neutered Male,2 years,Great Pyrenees/Labrador Retriever,White
A877241,*Cooper,3/29/2023 16:25,Mar-23,1/24/2023,Adoption,,Dog,Neutered Male,2 months,Collie Smooth Mix,Tan/White
A877242,A877242,3/29/2023 17:10,Mar-23,1/24/2023,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Tan/White
A877025,Wetta,3/29/2023 17:22,Mar-23,1/8/2023,Return to Owner,,Dog,Intact Female,2 months,Catahoula,Red Merle
A876956,Bones,3/29/2023 17:23,Mar-23,9/22/2021,Return to Owner,,Dog,Neutered Male,1 year,Boxer/Pit Bull,White/Brown
A876957,Modelo,3/29/2023 17:24,Mar-23,9/22/2021,Return to Owner,,Dog,Neutered Male,1 year,Boxer/Pit Bull,White
A876370,*Cheerio,3/29/2023 17:26,Mar-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd,Brown/Black
A876689,Angel,3/29/2023 18:22,Mar-23,3/20/2018,Return to Owner,,Dog,Intact Male,5 years,Pit Bull,Gray/White
A876445,*Swedish Fish,3/29/2023 18:26,Mar-23,1/21/2023,Transfer,Partner,Dog,Neutered Male,2 months,German Shepherd Mix,Tricolor
A876444,*Twix,3/29/2023 18:26,Mar-23,1/21/2023,Transfer,Partner,Dog,Neutered Male,2 months,German Shepherd Mix,Tricolor
A876887,Top,3/29/2023 19:12,Mar-23,2/6/2023,Return to Owner,,Dog,Intact Male,1 month,Pit Bull Mix,Tan
A876803,,3/30/2023 8:54,Mar-23,1/20/2023,Transfer,Partner,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White
A876805,*Rachael,3/30/2023 8:55,Mar-23,1/20/2023,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Black Brindle/White
A790784,Kota,3/30/2023 11:42,Mar-23,3/16/2018,Transfer,Partner,Dog,Spayed Female,5 years,Keeshond Mix,Black/Brown
A876804,*Wagyu,3/30/2023 13:50,Mar-23,1/20/2023,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Black Brindle/White
A870678,*Margot,3/30/2023 13:55,Mar-23,12/10/2010,Adoption,Foster,Dog,Intact Female,12 years,Chihuahua Shorthair,Brown
A863202,*Harry,3/30/2023 15:13,Mar-23,8/6/2015,Transfer,Partner,Dog,Neutered Male,7 years,Pit Bull Mix,Blue/White
A875882,*Ricko,3/30/2023 15:51,Mar-23,3/6/2021,Adoption,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A877312,Shiloh,3/30/2023 16:23,Mar-23,12/30/2022,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Red/White
A876969,*Panda,3/30/2023 16:23,Mar-23,7/22/2022,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog Mix,White/Black
A872958,*Steve Martin,3/30/2023 17:03,Mar-23,1/11/2023,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever,Black/White
A874090,*Margie,3/30/2023 17:09,Mar-23,2/6/2022,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A872964,*Kita,3/30/2023 17:09,Mar-23,1/18/2021,Adoption,Foster,Dog,Spayed Female,2 years,German Shepherd Mix,Tricolor
A876907,*Nova,3/30/2023 17:18,Mar-23,3/21/2022,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier,Black Brindle
A877559,,3/30/2023 17:41,Mar-23,3/29/2021,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair/Pug,Tan/White
A876696,*Eleanor,3/30/2023 18:04,Mar-23,3/18/2021,Adoption,,Dog,Spayed Female,2 years,Alaskan Husky,White
A856733,Oliver,3/30/2023 18:05,Mar-23,1/6/2018,Return to Owner,Field,Dog,Neutered Male,5 years,Vizsla Mix,Red/White
A875315,Chico,3/30/2023 18:24,Mar-23,2/25/2021,Adoption,Foster,Dog,Neutered Male,2 years,Staffordshire Mix,Black Brindle/Brown
A874089,*Ms. Scarlet,3/30/2023 18:45,Mar-23,2/6/2022,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,White
A876695,*Eloise,3/31/2023 0:00,Mar-23,3/18/2021,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,White
A876966,*Marty,3/31/2023 0:00,Mar-23,3/22/2021,Adoption,,Dog,Neutered Male,2 years,Rat Terrier/Dachshund,Blue/Tan
A877567,,3/31/2023 9:27,Mar-23,3/29/2022,Transfer,Partner,Dog,Intact Female,1 year,Wire Hair Fox Terrier/Chihuahua Longhair,White/Brown
A874145,*Reya,3/31/2023 13:55,Mar-23,1/7/2023,Adoption,Foster,Dog,Spayed Female,2 months,Standard Schnauzer Mix,Tricolor
A877010,*Paddle,3/31/2023 14:08,Mar-23,1/22/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Tan
A877044,Ziggy,3/31/2023 14:49,Mar-23,3/15/2020,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,White/Black
A877045,*Jake,3/31/2023 16:02,Mar-23,1/23/2023,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,White/Black
A876061,Rose,3/31/2023 16:48,Mar-23,3/8/2022,Adoption,Foster,Dog,Spayed Female,1 year,Bull Terrier/Whippet,Brown Brindle/White
A877568,,3/31/2023 16:53,Mar-23,3/29/2022,Transfer,Partner,Dog,Intact Male,1 year,Smooth Fox Terrier/Chihuahua Shorthair,White/Brown
A876941,Scout,3/31/2023 16:54,Mar-23,4/22/2022,Adoption,Foster,Dog,Neutered Male,11 months,German Shepherd Mix,Black/Brown
A875431,Nico,3/31/2023 17:43,Mar-23,2/27/2021,Rto-Adopt,,Dog,Neutered Male,2 years,Great Pyrenees,White/Black
A877031,Fendi,3/31/2023 18:51,Mar-23,5/23/2022,Return to Owner,,Dog,Intact Female,10 months,Pit Bull,Black/Brown
A877745,Terry,4/1/2023 0:00,Apr-23,2/1/2023,Died,In Kennel,Dog,Unknown,1 month,Siberian Husky,Buff
A876479,Lola,4/1/2023 0:00,Apr-23,4/25/2022,Adoption,,Dog,Spayed Female,11 months,Rottweiler,Black/Brown
A873997,*Hanzel,4/1/2023 0:00,Apr-23,2/4/2020,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown
A875770,*Randolph,4/1/2023 0:00,Apr-23,3/4/2021,Adoption,,Dog,Neutered Male,2 years,German Shepherd,White
A874587,*Iris,4/1/2023 0:00,Apr-23,2/15/2022,Adoption,,Dog,Spayed Female,1 year,Pit Bull,Blue/White
A861288,Oso,4/1/2023 10:36,Apr-23,3/14/2020,Transfer,Partner,Dog,Intact Male,3 years,Kuvasz Mix,Cream
A877542,*Dixon,4/1/2023 11:28,Apr-23,3/28/2011,Transfer,Partner,Dog,Intact Male,12 years,Dachshund,Fawn
A877704,Ranger,4/1/2023 11:55,Apr-23,3/31/2020,Transfer,Partner,Dog,Neutered Male,3 years,Rat Terrier/Cairn Terrier,Tricolor
A762348,*Winslow,4/1/2023 12:27,Apr-23,11/18/2015,Return to Owner,,Dog,Neutered Male,7 years,Border Collie/Australian Kelpie,Black/White
A875934,Roki,4/1/2023 12:57,Apr-23,1/13/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
A873434,Baji,4/1/2023 13:17,Apr-23,1/25/2021,Transfer,Partner,Dog,Intact Male,2 years,French Bulldog/American Staffordshire Terrier,White/Blue
A873531,Barkley,4/1/2023 13:48,Apr-23,1/26/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Brown/White
A877009,*Piddle,4/1/2023 13:53,Apr-23,1/22/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Cream
A876361,Kelly,4/1/2023 14:18,Apr-23,10/13/2022,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Black
A877536,Cookie,4/1/2023 14:22,Apr-23,5/28/2022,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Pit Bull,White/Brown Brindle
A877013,*Drac,4/1/2023 15:08,Apr-23,1/22/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Black/Tan
A874047,*Arlo,4/1/2023 15:21,Apr-23,2/18/2022,Adoption,,Dog,Neutered Male,1 year,Harrier Mix,White/Brown
A875963,*Benji,4/1/2023 16:01,Apr-23,8/7/2022,Adoption,Foster,Dog,Neutered Male,7 months,Norfolk Terrier Mix,Tan/White
A877265,Unique,4/1/2023 17:14,Apr-23,9/24/2021,Adoption,,Dog,Spayed Female,1 year,Pit Bull,White/Brown
A876903,*Mclaren,4/1/2023 17:23,Apr-23,3/21/2021,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Black/Brown
A873681,Blue,4/1/2023 17:33,Apr-23,3/30/2020,Adoption,,Dog,Spayed Female,3 years,Pit Bull,Blue/White
A876880,*Folly,4/1/2023 18:44,Apr-23,1/11/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A875774,Bobo,4/2/2023 0:00,Apr-23,3/4/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Black/White
A876564,*Pal,4/2/2023 0:00,Apr-23,6/16/2022,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever/Great Pyrenees,Cream
A875469,Bandit,4/2/2023 0:00,Apr-23,2/27/2022,Adoption,,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,Black/White
A873802,Dash,4/2/2023 10:10,Apr-23,2/1/2017,Adoption,Foster,Dog,Neutered Male,6 years,German Shepherd Mix,Tan/Black
A854419,Girly,4/2/2023 12:29,Apr-23,4/4/2020,Adoption,,Dog,Spayed Female,2 years,Basenji,Tan/White
A877758,,4/2/2023 12:30,Apr-23,1/23/2023,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull,Blue
A876879,*Finley,4/2/2023 13:59,Apr-23,1/11/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A876368,*Sequoia,4/2/2023 14:50,Apr-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd,Sable
A876371,*Oat Milk,4/2/2023 15:00,Apr-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd,Sable/Black
A874298,*Barnabas,4/2/2023 15:04,Apr-23,2/9/2021,Adoption,Foster,Dog,Neutered Male,2 years,Anatol Shepherd,Fawn
A877717,Bilu,4/2/2023 15:12,Apr-23,3/31/2021,Return to Owner,,Dog,Intact Male,2 years,Chow Chow,Red
A876818,Ziggy,4/2/2023 15:20,Apr-23,10/20/2022,Adoption,,Dog,Neutered Male,5 months,German Shepherd,Brown/Brown
A868068,Lyra,4/2/2023 15:20,Apr-23,10/28/2019,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,Tricolor
A876367,*Nesira,4/2/2023 15:32,Apr-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd Mix,Tricolor
A877020,*Allora,4/2/2023 17:47,Apr-23,12/29/2022,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A852491,Graham,4/2/2023 18:31,Apr-23,11/3/2017,Adoption,,Dog,Neutered Male,5 years,Black Mouth Cur Mix,Brown
A874424,*Deedle,4/3/2023 0:00,Apr-23,3/24/2021,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees Mix,Black/White
A877817,,4/3/2023 13:46,Apr-23,4/3/2021,Return to Owner,Field,Dog,Intact Male,2 years,English Bulldog Mix,White/Brown
A869316,*Cammy,4/3/2023 15:11,Apr-23,11/16/2019,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown/White
A877634,*Ace,4/3/2023 16:02,Apr-23,3/30/2020,Adoption,,Dog,Neutered Male,3 years,Beagle Mix,Black/Brown
A799500,,4/3/2023 16:05,Apr-23,7/9/2015,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair,Brown/White
A877484,Xayah,4/3/2023 16:06,Apr-23,1/28/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd,Black/Tan
A877578,,4/3/2023 16:10,Apr-23,1/29/2023,Adoption,,Dog,Spayed Female,2 months,Border Collie,Black/White
A877560,Darla,4/3/2023 16:16,Apr-23,3/29/2021,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Pug,Tricolor/White
A877569,Chocolate,4/3/2023 16:19,Apr-23,1/13/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown
A876447,Wall-E,4/3/2023 16:27,Apr-23,1/21/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Black
A877630,Scottie,4/3/2023 16:47,Apr-23,12/30/2022,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair/Pembroke Welsh Corgi,Tan/White
A876443,Ghost,4/3/2023 17:14,Apr-23,1/21/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Black
A875474,Frieda,4/3/2023 19:16,Apr-23,2/13/2023,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever/Border Collie,Black/White
A877928,Top,4/4/2023 5:30,Apr-23,2/4/2023,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown
A876366,*Breakfast Taco,4/4/2023 10:22,Apr-23,1/24/2023,Adoption,Foster,Dog,Neutered Male,2 months,Australian Shepherd,Tan/White
A874188,*One Eyed Willy,4/4/2023 11:06,Apr-23,2/7/2021,Adoption,Foster,Dog,Neutered Male,2 years,Staffordshire Mix,Tan/White
A649004,Buddy,4/4/2023 12:59,Apr-23,9/8/2011,Adoption,,Dog,Neutered Male,11 years,Beagle/Australian Shepherd,Tricolor
A876206,Dolce,4/4/2023 14:03,Apr-23,3/11/2022,Adoption,Foster,Dog,Neutered Male,1 year,Miniature Schnauzer,White
A875706,Mara,4/4/2023 15:39,Apr-23,7/3/2022,Adoption,,Dog,Spayed Female,9 months,Australian Cattle Dog,Red/White
A877516,Clementine,4/4/2023 17:52,Apr-23,1/16/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Great Pyrenees,Tan/Black
A877643,Estrella,4/4/2023 18:15,Apr-23,6/30/2022,Adoption,,Dog,Spayed Female,9 months,Collie Rough Mix,Tricolor
A877472,*Lovebug,4/4/2023 18:46,Apr-23,3/28/2022,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull,White/Brown
A876895,Ginger,4/4/2023 19:04,Apr-23,3/21/2018,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White
A876606,Circle,4/4/2023 19:22,Apr-23,3/16/2021,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A859226,*Darryl,4/5/2023 7:40,Apr-23,6/10/2021,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull,Black/White
A877961,Bangel,4/5/2023 11:09,Apr-23,4/5/2021,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A876837,Kobe,4/5/2023 11:12,Apr-23,3/20/2022,Transfer,Partner,Dog,Neutered Male,1 year,Maltese Mix,White
A877934,Bora,4/5/2023 11:26,Apr-23,7/4/2022,Transfer,Partner,Dog,Intact Female,9 months,English Bulldog Mix,Blue/White
A872438,*Crosby,4/5/2023 13:18,Apr-23,1/9/2021,Adoption,Foster,Dog,Neutered Male,2 years,Black Mouth Cur Mix,Brown/Black
A872020,*Lois,4/5/2023 13:25,Apr-23,1/3/2021,Adoption,Foster,Dog,Spayed Female,2 years,Pointer/Pit Bull,Tricolor
A876591,*Lavender,4/5/2023 13:41,Apr-23,5/16/2022,Adoption,Foster,Dog,Spayed Female,10 months,German Shepherd,Brown/Black
A877057,Diesel,4/5/2023 14:29,Apr-23,3/23/2016,Adoption,,Dog,Neutered Male,7 years,Whippet Mix,Black/Tan
A866709,Bubba,4/5/2023 16:02,Apr-23,4/6/2021,Adoption,,Dog,Neutered Male,1 year,American Foxhound/Labrador Retriever,Tricolor
A842321,Noodle Soup,4/5/2023 16:35,Apr-23,9/14/2016,Adoption,,Dog,Spayed Female,6 years,Labrador Retriever Mix,White/Brown
A877919,Gypsy,4/5/2023 16:48,Apr-23,4/4/2022,Adoption,,Dog,Spayed Female,1 year,Doberman Pinsch,Black/Brown
A851208,Maisy,4/5/2023 17:01,Apr-23,2/8/2018,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White
A848703,Pantera,4/5/2023 17:43,Apr-23,6/27/2020,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Pit Bull,Black/White
A871362,*Ernest,4/6/2023 11:09,Apr-23,12/22/2021,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
A877982,Oreo,4/6/2023 11:29,Apr-23,4/5/2021,Return to Owner,,Dog,Intact Female,2 years,Border Collie,Black/White
A877983,Charlie,4/6/2023 11:29,Apr-23,4/5/2021,Return to Owner,,Dog,Intact Male,2 years,Cocker Spaniel/Chihuahua Shorthair,Tan/White
A877835,A877835,4/6/2023 11:55,Apr-23,4/3/2022,Transfer,Partner,Dog,Intact Female,1 year,Shih Tzu,Buff
A821758,*Soup,4/6/2023 13:31,Apr-23,12/18/2017,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan/White
A839495,Sammy,4/6/2023 14:20,Apr-23,7/22/2019,Euthanasia,Court/Investigation,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A877692,,4/6/2023 15:37,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Australian Shepherd/Labrador Retriever,Tricolor
A877693,,4/6/2023 15:38,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Australian Shepherd,Sable/White
A877910,Taz,4/6/2023 15:52,Apr-23,12/4/2020,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Tan
A810900,Scarlet,4/6/2023 17:35,Apr-23,10/7/2019,Return to Owner,,Dog,Spayed Female,3 years,Dachshund/Plott Hound,Brown/White
A875945,*Ocha,4/6/2023 18:05,Apr-23,3/21/2019,Adoption,,Dog,Spayed Female,4 years,Pit Bull/Alaskan Husky,Fawn
A875149,*Dorian,4/6/2023 18:50,Apr-23,3/24/2021,Adoption,,Dog,Neutered Male,2 years,Pit Bull,White/Black
A877694,,4/6/2023 20:11,Apr-23,12/16/2022,Transfer,Partner,Dog,Spayed Female,3 months,Labrador Retriever,Brown
A877696,*Bon,4/6/2023 20:12,Apr-23,12/16/2022,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever,Brown
A877695,*Bin,4/6/2023 20:12,Apr-23,12/16/2022,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever,Brown
A877697,,4/6/2023 20:12,Apr-23,12/16/2022,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever,Brown
A878099,A878099,4/7/2023 11:57,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Female,1 weeks,Boxer Mix,Brown/White
A877517,*Button,4/7/2023 12:53,Apr-23,1/16/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Great Pyrenees,Tan/Black
A878129,,4/7/2023 15:00,Apr-23,3/16/2023,Transfer,Partner,Dog,Intact Female,3 weeks,Australian Shepherd,White/Black
A878128,,4/7/2023 15:00,Apr-23,3/16/2023,Transfer,Partner,Dog,Intact Male,3 weeks,Australian Shepherd,White
A878130,,4/7/2023 15:01,Apr-23,3/16/2023,Transfer,Partner,Dog,Intact Male,3 weeks,Australian Shepherd,White/Black
A877786,Chilli,4/7/2023 16:10,Apr-23,2/3/2023,Adoption,,Dog,Spayed Female,2 months,Chow Chow Mix,Tan
A877915,Red,4/7/2023 16:42,Apr-23,4/4/2022,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever,Red
A872713,*Sherika,4/7/2023 16:48,Apr-23,1/13/2021,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Pit Bull,Black/White
A875828,*Forrest,4/7/2023 16:54,Apr-23,9/5/2021,Adoption,,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White
A875785,*Charli,4/7/2023 17:06,Apr-23,3/4/2021,Adoption,Foster,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/Black
A878071,Pinkie,4/7/2023 17:31,Apr-23,4/6/2017,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Blue
A878072,Tuesday,4/7/2023 17:31,Apr-23,9/6/2022,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Yellow
A877827,*Blaze,4/7/2023 17:40,Apr-23,12/3/2022,Adoption,,Dog,Neutered Male,4 months,English Setter,Black/White
A877844,Princess,4/7/2023 18:34,Apr-23,4/4/2019,Transfer,Partner,Dog,Intact Female,4 years,Pit Bull Mix,Blue
A877678,Sparki,4/7/2023 19:06,Apr-23,8/31/2022,Adoption,,Dog,Neutered Male,7 months,Anatol Shepherd/German Shepherd,Fawn
A877582,*Toni,4/7/2023 19:15,Apr-23,11/5/2022,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Beagle,Fawn
A877521,*Benjamin,4/8/2023 0:00,Apr-23,1/16/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Great Pyrenees,Tan/Black
A876972,*Paddy Cake,4/8/2023 8:18,Apr-23,3/22/2022,Adoption,Foster,Dog,Neutered Male,1 year,Border Collie Mix,Black/White
A877015,Kooky,4/8/2023 10:33,Apr-23,3/22/2021,Adoption,,Dog,Spayed Female,2 years,Akita,Brown/Cream
A877622,Pancake,4/8/2023 11:59,Apr-23,7/30/2022,Adoption,,Dog,Neutered Male,8 months,Bullmastiff Mix,Brown/White
A876294,Bella Ann,4/8/2023 12:26,Apr-23,5/13/2022,Stolen,,Dog,Intact Female,10 months,Pit Bull Mix,Fawn/White
A876296,,4/8/2023 12:26,Apr-23,3/13/2020,Stolen,,Dog,Intact Female,3 years,Pit Bull Mix,Blue/White
A876295,,4/8/2023 12:26,Apr-23,3/13/2020,Stolen,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A877926,Bless Lady,4/8/2023 13:17,Apr-23,4/4/2022,Return to Owner,,Dog,Intact Female,1 year,Black Mouth Cur,Tan
A872415,Coco,4/8/2023 14:43,Apr-23,2/9/2022,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
A877519,*Lace,4/8/2023 14:45,Apr-23,1/16/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Great Pyrenees,White
A876875,*Melia,4/8/2023 14:50,Apr-23,10/21/2022,Adoption,,Dog,Spayed Female,5 months,Great Pyrenees/Labrador Retriever,White
A875315,Chico,4/8/2023 15:08,Apr-23,2/25/2021,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,Black Brindle/Brown
A878160,Lady,4/8/2023 16:12,Apr-23,4/7/2021,Return to Owner,,Dog,Intact Female,2 years,Siberian Husky Mix,Gray/Black
A878090,Cameron,4/8/2023 16:20,Apr-23,5/7/2022,Return to Owner,,Dog,Intact Male,11 months,Pit Bull,Black/White
A876593,*Aster,4/8/2023 16:25,Apr-23,1/23/2023,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd,Brown/Black
A874017,*Jake,4/8/2023 16:36,Apr-23,6/4/2022,Adoption,Foster,Dog,Neutered Male,10 months,Rhod Ridgeback/Blue Lacy,Red
A878033,Yoyo,4/8/2023 16:56,Apr-23,4/6/2020,Return to Owner,,Dog,Intact Male,3 years,Boxer,Brown/White
A878035,Hit,4/8/2023 16:56,Apr-23,4/6/2020,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White
A849097,Chief,4/8/2023 17:00,Apr-23,7/16/2018,Transfer,Partner,Dog,Neutered Male,4 years,Pit Bull,White/Red
A878182,,4/8/2023 18:32,Apr-23,12/8/2022,Transfer,Partner,Dog,Intact Male,3 months,Rat Terrier,Black/Brown
A878184,,4/8/2023 18:32,Apr-23,12/8/2022,Transfer,Partner,Dog,Intact Female,3 months,Rat Terrier,White/Tan
A873620,*Mako,4/8/2023 18:40,Apr-23,1/29/2015,Transfer,Partner,Dog,Neutered Male,8 years,Pit Bull Mix,Black/White
A871271,*Bailey,4/8/2023 19:00,Apr-23,12/21/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black
A877970,A877970,4/9/2023 9:46,Apr-23,4/5/2021,Euthanasia,Suffering,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White
A876631,Hubert,4/9/2023 11:58,Apr-23,1/1/2022,Adoption,,Dog,Neutered Male,1 year,Bloodhound Mix,Brown/Black
A877206,*Willy,4/9/2023 12:47,Apr-23,12/26/2022,Adoption,,Dog,Neutered Male,3 months,Jack Russell Terrier Mix,Brown/White
A632285,Jack,4/9/2023 13:57,Apr-23,7/2/2011,Rto-Adopt,,Dog,Neutered Male,11 years,Rat Terrier Mix,Tricolor
A877707,*Gia,4/9/2023 16:08,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,Black/White
A877709,A877709,4/9/2023 16:09,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever,Brown Brindle
A877708,*Pia,4/9/2023 16:09,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,Black Brindle
A877711,A877711,4/9/2023 16:09,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,Brown/White
A877710,A877710,4/9/2023 16:09,Apr-23,1/31/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,Brown/White
A877938,Lyon,4/9/2023 16:45,Apr-23,2/4/2021,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown/Black
A877991,,4/9/2023 16:56,Apr-23,4/5/2019,Transfer,Partner,Dog,Intact Female,4 years,Golden Retriever,White
A878289,A878289,4/10/2023 10:44,Apr-23,3/10/2023,Return to Owner,Field,Dog,Intact Male,4 weeks,Pit Bull,Black/White
A878254,Tina,4/10/2023 11:10,Apr-23,4/9/2020,Return to Owner,,Dog,Spayed Female,3 years,French Bulldog/Boston Terrier,White/Black Brindle
A874609,Hero,4/10/2023 11:17,Apr-23,8/15/2021,Euthanasia,Behavior,Dog,Intact Male,1 year,Siberian Husky,Black/White
A878018,Rusty,4/10/2023 11:49,Apr-23,4/17/2012,Transfer,Partner,Dog,Neutered Male,10 years,Maltese,White
A878068,Sargon,4/10/2023 12:31,Apr-23,4/6/2010,Adoption,Foster,Dog,Intact Male,13 years,Standard Poodle/Great Pyrenees,Buff
